"seller_id","seller_city","seller_state","seller_lat","seller_long","all_orders","delivered_orders","total_item_revenue","avg_review_score","reviewed_orders","one_star_rate","avg_delivery_lead_time","late_deliveries","avg_days_when_late","late_delivery_rate","seller_score","tier"
"b12cfd255810394b60caef18ae163547","CASCAVEL","PR","-24.95138329734198","-53.466850838064296","2","2","560.00","4.50","2","0.00","15.84","0",NULL,"0.00",NULL,"Insufficient Data"
"7adbd3210a7b3cc2235e225eef33574d","SAO PAULO","SP","-23.48892715522341","-46.66091832100331","3","3","131.90","4.67","3","0.00","10.08","0",NULL,"0.00",NULL,"Insufficient Data"
"918f6fbcf3ab724d805867303e593a1b","VALINHOS","SP","-22.947210194441976","-46.977422045432654","2","2","79.70","4.00","2","0.00","4.87","0",NULL,"0.00",NULL,"Insufficient Data"
"7f35f9daf223da737b78738fbae4d977","VALINHOS","SP","-22.951601887531677","-47.00199555891175","5","5","252.00","4.00","5","0.20","7.87","0",NULL,"0.00",NULL,"Insufficient Data"
"4dc646b9b9e8e411ef48ba000ea3ac6f","VALINHOS","SP","-22.951601887531677","-47.00199555891175","4","4","289.70","2.75","4","0.50","11.46","1","1.99","0.25",NULL,"Insufficient Data"
"134b867a0f7f8bbe6abf10f91874891e","VALINHOS","SP","-22.951601887531677","-47.00199555891175","1","1","789.89","4.00","1","0.00","12.93","0",NULL,"0.00",NULL,"Insufficient Data"
"0c8380b62e38e8a1e6adbeba7eb9688c","TRES CORACOES","MG","-21.693370826873448","-45.25976867138684","182","180","17348.79","4.04","180","0.10","12.98","10","23.40","0.06","50.83","Toxic"
"4e480be820e37de1444325ff358c9296","TRES CORACOES","MG","-21.693370826873448","-45.25976867138684","1","1","430.30","5.00","1","0.00","12.11","0",NULL,"0.00",NULL,"Insufficient Data"
"0cbcee27c791afa0cdcb08587a2013a8","TRES CORACOES","MG","-21.693370826873448","-45.25976867138684","39","38","5324.15","3.85","39","0.10","13.27","4","6.76","0.11","32.78","Toxic"
"4dbd95a08b31ede5c82d3f861cb1ce1a","CURITIBA","PR","-25.440487711584133","-49.244403876668756","6","4","1304.67","3.50","6","0.33","12.34","0",NULL,"0.00",NULL,"Insufficient Data"
"fe2032dab1a61af8794248c8196565c9","CAMPINAS","SP","-22.924969862053615","-47.07428354596362","294","293","65959.61","4.38","290","0.08","10.77","26","14.21","0.09","66.52","Good"
"782f78b632a43875dd5b53e3e49c9564","CAMPINAS","SP","-22.924969862053615","-47.07428354596362","2","1","146.01","3.00","2","0.50","9.88","0",NULL,"0.00",NULL,"Insufficient Data"
"ea65d8b58316a6f2362f2a9e4b3e86ad","CAMPINAS","SP","-22.924969862053615","-47.07428354596362","9","9","2061.40","4.00","9","0.22","8.41","0",NULL,"0.00",NULL,"Insufficient Data"
"1284de4ae8aa26997e748c851557cf0e","LARANJEIRAS DO SUL","PR","-25.406829674391112","-52.412644729558245","3","3","1459.97","2.67","3","0.33","19.27","0",NULL,"0.00",NULL,"Insufficient Data"
"3f3486b61f45078d4f31ee5e43d8c5bb","SAO PAULO","SP","-23.525580728336973","-46.61466092986007","40","39","3829.73","4.33","40","0.03","13.88","6","4.61","0.15","53.49","Watchlist"
"cd233f8bfa30ebfd651f47ee7d054951","BIRIGUI","SP","-21.24488368072713","-50.32219195367088","1","1","79.90","5.00","1","0.00","9.34","0",NULL,"0.00",NULL,"Insufficient Data"
"f1b854361f4e15d5851b494df66f22b2","RIO DE JANEIRO","RJ","-22.907494545333332","-43.173169129478445","3","3","1168.80","3.33","3","0.33","7.40","0",NULL,"0.00",NULL,"Insufficient Data"
"3be5841cdcc46de4ed3f9116f104b2c5","BARUERI","SP","-23.483674050261396","-46.863477002841165","4","4","599.60","4.75","4","0.00","8.01","0",NULL,"0.00",NULL,"Insufficient Data"
"80f2cf9abf6b5a0e5c612b5eea6646e6","SAO JOSE DO RIO PRETO","SP","-20.77686359976854","-49.36411121795179","7","6","766.08","4.43","7","0.14","10.58","1","3.82","0.17",NULL,"Insufficient Data"
"324583d68897f5ddbaf38f6248322176","SAO JOSE DO RIO PRETO","SP","-20.77686359976854","-49.36411121795179","2","2","84.00","1.00","2","1.00","21.32","1","11.98","0.50",NULL,"Insufficient Data"
"52f6f9f13ba19504c02781132a049e75","CURITIBA","PR","-25.406298196877014","-49.26049870142463","1","1","199.00","2.00","1","0.00","16.29","0",NULL,"0.00",NULL,"Insufficient Data"
"5236605f4d4b0b3e4df85b850393fca0","SAO PAULO","SP","-23.543676442725722","-46.56404586987955","5","5","265.30","4.80","5","0.00","10.49","1","2.84","0.20",NULL,"Insufficient Data"
"cda598c48d7c614bc1cad7d8ff6f0010","MIRASSOL","SP","-20.821706801126325","-49.492487237585365","17","17","1118.60","4.06","17","0.00","7.95","0",NULL,"0.00",NULL,"Insufficient Data"
"ec8879960bd2221d5c32f8e12f7da711","ITATIBA","SP","-23.002859858736706","-46.82420582829657","36","35","4062.40","4.31","35","0.11","16.50","6","8.71","0.17","38.40","Toxic"
"d8d9567d0bfb0bc7eb845a205ba42657","SAO PAULO","SP","-23.527952279641305","-46.484053482855046","4","4","74.60","3.50","4","0.25","13.52","2","1.17","0.50",NULL,"Insufficient Data"
"f00f5b35d0abcacbdd863672f4bb2c1a","SAO PAULO","SP","-23.542571396851127","-46.65424333104065","1","1","299.00","4.00","1","0.00","12.16","0",NULL,"0.00",NULL,"Insufficient Data"
"42d4b7e70819438f5ada61c965e92d7e","GOIANIA","GO","-16.666668525909763","-49.26423168695389","1","1","49.60","1.00","1","1.00","21.94","0",NULL,"0.00",NULL,"Insufficient Data"
"77e4abfd739aed9c46480f90f81c0eb4","BRASILIA","DF","-15.745499125961478","-47.89486592426568","18","18","3736.99","4.78","18","0.00","10.01","0",NULL,"0.00",NULL,"Insufficient Data"
"f1fd5ab1181f827ffad998c1a5de7d74","CURITIBA","PR","-25.4336481653212","-49.269173375877145","15","15","7045.99","4.67","15","0.00","9.46","0",NULL,"0.00",NULL,"Insufficient Data"
"381c83fdca332ea6afd896da20bf6e4a","CURITIBA","PR","-25.4336481653212","-49.269173375877145","46","46","7355.80","4.39","46","0.09","12.69","2","3.43","0.04","67.53","Good"
"ede2977fbaf3738583170735ca403f6c","CURITIBA","PR","-25.4336481653212","-49.269173375877145","1","1","289.90","5.00","1","0.00","14.98","0",NULL,"0.00",NULL,"Insufficient Data"
"2075d8cd4dd63ff12df0749a5866bb06","CURITIBA","PR","-25.4336481653212","-49.269173375877145","3","3","184.70","5.00","3","0.00","4.74","0",NULL,"0.00",NULL,"Insufficient Data"
"228e4c1a0be164f613d41c24345f9d2c","BANDEIRANTES","PR","-23.111896862925292","-50.37155139815296","5","5","539.70","5.00","5","0.00","11.12","0",NULL,"0.00",NULL,"Insufficient Data"
"8ca1551acf9832a4cf467bbbac15851f","CAMPO LARGO","PR","-25.453481389268706","-49.51131950259275","11","11","2176.40","3.91","11","0.18","13.27","1","22.94","0.09",NULL,"Insufficient Data"
"da7039f29f90ce5b4846ffc0fcc93beb","SANTO ANDRE","SP","-23.66344269074564","-46.53860705845502","17","17","1259.10","4.53","17","0.06","9.28","1","1.92","0.06",NULL,"Insufficient Data"
"9a208dee8f95cfdf00760c4d627828ec","BELFORD ROXO","RJ","-22.73309151455437","-43.40118902114117","1","0","269.90","1.00","1","1.00",NULL,"0",NULL,NULL,NULL,"Insufficient Data"
"aae5953b9edddf14749c0d65d60eb4b9","BELO HORIZONTE","MG","-19.898268883582244","-43.920569503295695","2","2","173.00","5.00","2","0.00","12.83","0",NULL,"0.00",NULL,"Insufficient Data"
"c1ed9e3daf6154542826a6996af0fb8c","ITAJAI","SC","-26.923253324789698","-48.69584107679453","9","8","971.25","3.89","9","0.22","16.93","1","1.81","0.13",NULL,"Insufficient Data"
"ad87df7699e83b8a91822a4a0b765c3a","MONTE ALEGRE DO SUL","SP","-22.692948844892854","-46.98287754029335","6","5","349.90","3.83","6","0.00","10.89","0",NULL,"0.00",NULL,"Insufficient Data"
"db7ed69a53aa9fb1c01930ba54a88bbe","MONTE ALEGRE DO SUL","SP","-22.692948844892854","-46.98287754029335","1","1","109.00","5.00","1","0.00","3.95","0",NULL,"0.00",NULL,"Insufficient Data"
"52a50b42accf164f9f019941e5759d9b","MONTE ALEGRE DO SUL","SP","-22.692948844892854","-46.98287754029335","4","4","139.96","4.75","4","0.00","5.38","1","0.79","0.25",NULL,"Insufficient Data"
"d73cbd89533ce8b041a9190241453ac8","GUIRICEMA","MG","-21.00463525274551","-42.72034572426051","4","3","368.60","3.50","4","0.25","12.22","0",NULL,"0.00",NULL,"Insufficient Data"
"718539d38d07dd351c76db862760e2e2","CAMPINAS","SP","-22.859827954098073","-47.03822923832903","37","35","1318.90","4.43","37","0.05","8.64","0",NULL,"0.00","80.87","Excellent"
"4d0041cdbe51b4617d95c70b19decc74","JUIZ DE FORA","MG","-21.746968822869473","-43.346231922494134","8","8","5235.20","4.50","8","0.00","7.16","0",NULL,"0.00",NULL,"Insufficient Data"
"575df70bde3f9f2b30bf8d2e9910d725","SAO JOSE DO RIO PRETO","SP","-20.821610965392814","-49.352930673334","27","27","5410.05","4.07","27","0.11","13.39","2","3.27","0.07","43.79","Toxic"
"36f98ad67cc981f50ce8aed093d5783c","TOLEDO","PR","-24.711673570658885","-53.74760648134386","2","2","119.40","4.00","2","0.00","6.11","0",NULL,"0.00",NULL,"Insufficient Data"
"7fdb0720c8d7c9075538b365dc8c3a22","TOLEDO","PR","-24.711673570658885","-53.74760648134386","9","9","1804.00","2.44","9","0.33","19.19","1","6.93","0.11",NULL,"Insufficient Data"
"d4e4b5192cba4e0e66eb12a9d347239d","TOLEDO","PR","-24.711673570658885","-53.74760648134386","12","11","441.80","4.17","12","0.17","13.38","0",NULL,"0.00",NULL,"Insufficient Data"
"612170e34b97004b3ba37eae81836b4c","NOVO HAMBURGO","RS","-29.684330843096387","-51.09298402937746","107","107","23065.02","4.43","107","0.07","10.99","2","1.23","0.02","80.65","Excellent"
"12a8eb0f8d1cd3270695bf2a99f55966","SAO PAULO","SP","-23.621110481467223","-46.67412059873857","2","2","397.00","3.50","2","0.00","20.98","1","0.81","0.50",NULL,"Insufficient Data"
"1fa2d3def6adfa70e58c276bb64fe5bb","SAO PAULO","SP","-23.581450833176707","-46.63502920959905","1","1","6.90","1.00","1","1.00","6.26","0",NULL,"0.00",NULL,"Insufficient Data"
"afa6714acee029b2dfdf357e5579cc03","DESCALVADO","SP","-21.9086341537278","-47.61958402950508","16","16","3220.76","4.25","16","0.13","12.73","2","5.75","0.13",NULL,"Insufficient Data"
"cd843d4cf8ef32827de0396605163ba3","JUIZ DE FORA","MG","-21.772902260434623","-43.31619269603936","5","5","1915.00","3.80","5","0.00","16.07","0",NULL,"0.00",NULL,"Insufficient Data"
"a3082f442524a1be452e3189e003b361","CURITIBA","PR","-25.48678362877712","-49.21755800350848","3","3","301.60","4.33","3","0.00","11.54","0",NULL,"0.00",NULL,"Insufficient Data"
"3f8034bfc6b8b4135534975d49f04c63","CURITIBA","PR","-25.48678362877712","-49.21755800350848","12","11","1313.90","3.75","12","0.25","10.89","0",NULL,"0.00",NULL,"Insufficient Data"
"1d29dfba02015238dfbe2449a5eaa361","VICOSA","MG","-20.699028840686488","-42.99946861920252","12","12","612.80","4.50","12","0.08","15.38","1","54.70","0.08",NULL,"Insufficient Data"
"edc518ba25576a0188a0e8f2c3af186f","GUARULHOS","SP","-23.477578195722135","-46.54104308769276","6","6","1647.39","3.67","6","0.17","6.66","0",NULL,"0.00",NULL,"Insufficient Data"
"0725b8c0f3f906e58f70cbe76b7c748c","GUARULHOS","SP","-23.477578195722135","-46.54104308769276","17","16","2190.30","3.50","17","0.29","12.98","6","3.09","0.38",NULL,"Insufficient Data"
"62d977e2b2aee830de3e039a28490d12","CURITIBA","PR","-25.431322500860055","-49.2792188539756","2","0","399.80","1.00","2","1.00",NULL,"0",NULL,NULL,NULL,"Insufficient Data"
"7722b1df1b0e383e000397b2c11e3e19","SAO BERNARDO DO CAMPO","SP","-23.715655922883055","-46.54574782914775","134","133","7094.09","4.23","133","0.06","8.35","4","4.57","0.03","73.94","Good"
"d3dcf0604eabf0224fbd5948b5e02f69","SAO PAULO","SP","-23.525219436926417","-46.517028705036076","9","9","2902.30","3.89","9","0.22","17.63","3","12.10","0.33",NULL,"Insufficient Data"
"9d4db00d65d7760644ac0c14edb5fd86","SOROCABA","SP","-23.51561244157366","-47.443460537225135","98","97","9979.70","4.52","97","0.04","8.06","4","9.36","0.04","84.75","Excellent"
"6ddc28b61be28373b4503a1f61cf98a9","SAO PAULO","SP","-23.535007209563112","-46.51490381186076","11","11","1732.90","4.18","11","0.09","6.85","1","5.91","0.09",NULL,"Insufficient Data"
"bd4889b5e9133b35b66e42a8665cea5c","SAO PAULO","SP","-23.504868908615258","-46.682602216056324","36","36","6271.90","4.40","35","0.00","10.28","0",NULL,"0.00","85.99","Excellent"
"d4e12e7884759a14fa0f5f896c791cae","SAO PAULO","SP","-23.48761470851276","-46.603991023751746","29","29","1400.00","4.62","29","0.07","8.42","2","5.09","0.07","69.43","Good"
"749e7cdabbaf72f16677859e27874ba5","GUARULHOS","SP","-23.44874587507586","-46.51798844272239","1","1","41.90","1.00","1","1.00","11.04","0",NULL,"0.00",NULL,"Insufficient Data"
"244c2f1bff6afe1f2eaf9bfe9b2aed38","MOGI DAS CRUZES","SP","-23.516913648399584","-46.10417245526518","23","23","2580.00","3.78","23","0.09","13.99","2","15.10","0.09","32.54","Toxic"
"ba5daa4041e1f15cdf34b76e3e18a450","SAO PAULO","SP","-23.646504679681733","-46.666225677665025","15","15","806.80","4.27","15","0.07","5.69","0",NULL,"0.00",NULL,"Insufficient Data"
"51e0557bc7b86de13e946c60ee91ce39","BELO HORIZONTE","MG","-19.814336414816914","-43.96557706575403","1","1","45.80","5.00","1","0.00","10.43","0",NULL,"0.00",NULL,"Insufficient Data"
"daeb5653dd96c1b11860f72209795012","BELO HORIZONTE","MG","-19.873399844484634","-43.98232611271477","40","38","2305.90","4.09","40","0.10","11.65","3","15.11","0.08","43.96","Toxic"
"3442033154be05bac582e173ef54fd12","SAO PAULO","SP","-23.55976587964915","-46.680009300814675","1","1","161.00","5.00","1","0.00","3.91","0",NULL,"0.00",NULL,"Insufficient Data"
"f4ce8ca9fa7157e3b33f536ac9a4487d","PENAPOLIS","SP","-21.414851214679825","-50.08817277672828","4","4","409.60","4.75","4","0.00","6.98","0",NULL,"0.00",NULL,"Insufficient Data"
"5cbbd5a299cab112b7bf23862255e43e","PINHAIS","PR","-25.42523486869032","-49.189110840767945","36","36","2726.06","4.28","36","0.06","10.85","0",NULL,"0.00","73.02","Good"
"dbb9b48c841a0e39e21f98e1a6b2ec3e","SAO PAULO","SP","-23.605514428769723","-46.49030091198303","108","108","7186.85","4.27","108","0.08","9.82","4","11.87","0.04","68.56","Good"
"800214c63934acd05d47e84214db8ba8","JARAGUA DO SUL","SC","-26.486690764770536","-49.08123612140748","4","3","259.60","5.00","4","0.00","11.79","0",NULL,"0.00",NULL,"Insufficient Data"
"ce248b21cb2adc36282ede306b7660e5","JARAGUA DO SUL","SC","-26.486690764770536","-49.08123612140748","65","64","15230.06","4.18","65","0.12","15.72","7","10.22","0.11","41.87","Toxic"
"3c3017960b2dbd72711a61f0400aab8f","JARAGUA DO SUL","SC","-26.486690764770536","-49.08123612140748","10","9","968.80","4.00","10","0.20","12.52","0",NULL,"0.00",NULL,"Insufficient Data"
"a2deecd5398f5df4987110c80a1972a3","SAO PAULO","SP","-23.525700606115237","-46.69169174650982","16","13","827.43","3.66","16","0.25","8.31","0",NULL,"0.00",NULL,"Insufficient Data"
"d2f3e277560ed4c6361284429b00f037","ATIBAIA","SP","-23.122809182908803","-46.560050093984486","7","7","320.55","4.71","7","0.00","8.06","0",NULL,"0.00",NULL,"Insufficient Data"
"850913d59ce317156b00f3705f1c3edb","ATIBAIA","SP","-23.122809182908803","-46.560050093984486","32","29","2690.00","3.44","32","0.19","13.54","5","5.68","0.17","10.20","Toxic"
"244b04680fdbded0acf5aebd9c92b44a","JUNDIAI","SP","-23.189420416902372","-46.92157334717511","3","2","3477.70","1.00","2","1.00","38.02","1","19.35","0.50",NULL,"Insufficient Data"
"a1544b9ea0b2390e020537d4daa89049","JUNDIAI","SP","-23.189420416902372","-46.92157334717511","8","8","841.20","3.88","8","0.13","10.92","0",NULL,"0.00",NULL,"Insufficient Data"
"2c2c9832d1bb38c5b0034a3b47d313ee","SANTA MARIA","RS","-29.689436500143433","-53.798332601350346","1","1","49.90","3.00","1","0.00","12.09","0",NULL,"0.00",NULL,"Insufficient Data"
"c8c1bea22194a4eefa2dc9a9fa89f536","PORTO BELO","SC","-27.15728166876613","-48.57004704358004","7","7","1266.00","5.00","7","0.00","8.50","0",NULL,"0.00",NULL,"Insufficient Data"
"3bb32fedaa74e4ad20f4ce067733bd31","PORTO BELO","SC","-27.15728166876613","-48.57004704358004","2","2","103.70","4.50","2","0.00","7.16","0",NULL,"0.00",NULL,"Insufficient Data"
"5cf1ec37aea089f45110c70653a166ab","SAO PAULO","SP","-23.490758745356786","-46.58336932471798","3","2","50.00","3.67","3","0.33","21.47","0",NULL,"0.00",NULL,"Insufficient Data"
"138dbe45fc62f1e244378131a6801526","SAO PAULO","SP","-23.490758745356786","-46.58336932471798","49","49","1125.56","4.08","49","0.10","6.53","2","2.20","0.04","54.45","Watchlist"
"918717417d88a9f9ae9735567e6c7682","SAO PAULO","SP","-23.593289291903176","-46.77250541665594","4","4","345.70","5.00","4","0.00","8.15","0",NULL,"0.00",NULL,"Insufficient Data"
"c6a7539d424a8402232c2228d7a03c5e","SAO PAULO","SP","-23.568801464537245","-46.57173940927547","10","10","607.50","3.10","10","0.40","14.27","1","7.64","0.10",NULL,"Insufficient Data"
"1a6245add4353f18ed55138808906979","SAO BERNARDO DO CAMPO","SP","-23.67103703273756","-46.581018365360634","1","0","30.00","3.00","1","0.00",NULL,"0",NULL,NULL,NULL,"Insufficient Data"
"abe42c5d03695b4257b5c6cbf4e6784e","RIO DE JANEIRO","RJ","-22.837911776525175","-43.32227104605822","50","49","17159.00","3.92","49","0.14","14.36","8","13.65","0.16","27.17","Toxic"
"dd8a29ce82d5c705ba932d81494600a5","SAO PAULO","SP","-23.53741032386535","-46.46658306778091","2","2","205.75","3.50","2","0.00","8.93","0",NULL,"0.00",NULL,"Insufficient Data"
"6235903333ba7de1928c869e268e5964","TREZE TILIAS","SC","-26.9985213240704","-51.411579838730134","1","1","94.06","5.00","1","0.00","4.97","0",NULL,"0.00",NULL,"Insufficient Data"
"5a9c0859cb00fd8aa4db443837f0a700","TREZE TILIAS","SC","-26.9985213240704","-51.411579838730134","2","2","208.00","4.50","2","0.00","9.01","0",NULL,"0.00",NULL,"Insufficient Data"
"89de2d6f23e9746ff309705b23581faa","LONDRINA","PR","-23.31244604730659","-51.17566618569715","8","8","340.00","2.71","7","0.57","9.65","0",NULL,"0.00",NULL,"Insufficient Data"
"2ff6b7bff164ef05590a52734e1296da","LONDRINA","PR","-23.31244604730659","-51.17566618569715","7","7","1803.59","4.71","7","0.00","11.75","0",NULL,"0.00",NULL,"Insufficient Data"
"f266295f49a28eee21f413e0cbb0521d","PONTA GROSSA","PR","-25.07996038746567","-50.13255780440033","2","2","149.80","4.50","2","0.00","12.09","0",NULL,"0.00",NULL,"Insufficient Data"
"0c7f30ae9b147eca07affbef92832a6a","PONTA GROSSA","PR","-25.07996038746567","-50.13255780440033","5","5","479.50","5.00","5","0.00","8.54","0",NULL,"0.00",NULL,"Insufficient Data"
"6eeed17989b0ae47c9f11ece6f38ea90","SAO PAULO","SP","-23.61042211579087","-46.62659436529209","3","3","557.00","3.67","3","0.33","6.50","0",NULL,"0.00",NULL,"Insufficient Data"
"a81466620e46a6970b22ef40379fdfc9","SAO LUDGERO","SC","-28.329381712771752","-49.17664483465966","2","2","321.80","5.00","2","0.00","7.19","0",NULL,"0.00",NULL,"Insufficient Data"
"1b4c3a6f53068f0b6944d2d005c9fc89","SAO LUDGERO","SC","-28.329381712771752","-49.17664483465966","113","111","14760.30","4.21","112","0.08","14.55","7","9.35","0.06","58.85","Watchlist"
"52f976b17ea7f2f087f56dcc419328f6","CALIFORNIA","PR","-23.665523235370998","-51.35659668422704","6","6","7630.00","3.67","6","0.00","10.38","0",NULL,"0.00",NULL,"Insufficient Data"
"a7a9b880c49781da66651ccf4ba9ac38","ITIRAPINA","SP","-22.252002596014556","-47.8154311245141","3","3","307.60","3.67","3","0.00","9.48","0",NULL,"0.00",NULL,"Insufficient Data"
"b7ed9fb14c8eadb37adb9c45d67ab0fb","JACAREI","SP","-23.27193794186258","-46.06549877693504","7","7","566.00","3.29","7","0.29","12.56","0",NULL,"0.00",NULL,"Insufficient Data"
"1352e06ae67b410cdae0b2a22361167b","NOVA IGUACU","RJ","-22.69370930904985","-43.455693673095766","4","2","696.00","2.33","3","0.67","34.31","2","3.09","1.00",NULL,"Insufficient Data"
"e9b6c33b71b67737693b4cfa68341c8d","SAO PAULO","SP","-23.536174873786177","-46.620555388073335","1","1","119.90","4.00","1","0.00","11.77","0",NULL,"0.00",NULL,"Insufficient Data"
"08061dc0fc165ed41288cc7acde738ee","OSASCO","SP","-23.55807593943665","-46.77602096391081","4","4","123.80","4.50","4","0.00","20.07","1","8.71","0.25",NULL,"Insufficient Data"
"b1aaae6b66ad3c40f54b389d7ea4bee0","SAO PAULO","SP","-23.63183484653694","-46.70032625979074","15","15","1176.50","4.40","15","0.07","8.02","0",NULL,"0.00",NULL,"Insufficient Data"
"535bf14f36346c7f59d87cece104d70c","RIO DE JANEIRO","RJ","-22.900247004009785","-43.286209546514335","1","1","50.00","4.00","1","0.00","4.22","1","0.70","1.00",NULL,"Insufficient Data"
"455c5640e8c5bd1b2ee85c0158f85727","LUIZ ALVES","SC","-26.719065127148422","-48.99619111602232","8","8","6729.50","4.50","8","0.00","14.97","0",NULL,"0.00",NULL,"Insufficient Data"
"788f22bafdd7ab0e1e79f19db72f16a4","SAO PAULO","SP","-23.609271700065435","-46.61855410099137","2","2","125.80","4.50","2","0.00","3.54","0",NULL,"0.00",NULL,"Insufficient Data"
"d4ffeb15b67e81ff9af2b4252d99fb7e","ATIBAIA","SP","-23.127776892616296","-46.569120552016294","11","11","1400.40","4.30","10","0.00","9.35","0",NULL,"0.00",NULL,"Insufficient Data"
"56642bcb79900e777d68e91915cb4267","SAO PAULO","SP","-23.5134974016135","-46.550244505909305","48","48","3657.64","4.06","48","0.13","12.48","4","13.85","0.08","38.43","Toxic"
"51a04a8a6bdcb23deccc82b0b80742cf","BRAGANCA PAULISTA","SP","-22.964802783097717","-46.53441931528524","1","1","167.99","1.00","1","1.00","35.31","1","7.82","1.00",NULL,"Insufficient Data"
"f44bdc12aa39f5271f0b95f66cd4c289","BRAGANCA PAULISTA","SP","-22.964802783097717","-46.53441931528524","5","5","357.50","3.20","5","0.20","11.50","1","2.02","0.20",NULL,"Insufficient Data"
"2ba91c7ad80ff88b23b7db823b43c233","ITU","SP","-23.275310701223685","-47.307125332161874","6","6","740.40","3.83","6","0.00","18.65","2","7.10","0.33",NULL,"Insufficient Data"
"9674754b5a0cb32b638cec001178f799","SAO PAULO","SP","-23.676569848880817","-46.669896904323316","86","84","5069.92","4.05","86","0.13","8.41","3","3.80","0.04","51.95","Watchlist"
"633ecdf879b94b5337cca303328e4a25","SAO PAULO","SP","-23.676569848880817","-46.669896904323316","6","6","1037.60","1.80","5","0.60","25.72","4","15.54","0.67",NULL,"Insufficient Data"
"3f2af2670e104d1bcb54022274daeac5","TERRA BOA","PR","-23.771858350650845","-52.448328002715094","6","6","973.60","3.33","6","0.33","19.51","1","6.82","0.17",NULL,"Insufficient Data"
"87d3c3aeb3ead335511b3ce315eb341e","SAO PAULO","SP","-23.540171867461584","-46.59168777265857","15","15","749.35","3.50","14","0.21","6.57","1","6.81","0.07",NULL,"Insufficient Data"
"4091f77d8c768fc3e81c20761471761d","SAO PAULO","SP","-23.540171867461584","-46.59168777265857","8","8","1079.00","2.75","8","0.25","18.03","2","12.36","0.25",NULL,"Insufficient Data"
"bf00385a5f7fc1ef39a13c2e9ee50a5f","SAO PAULO","SP","-23.54177865147578","-46.652422339639514","29","28","870.30","4.31","29","0.10","5.77","0",NULL,"0.00","69.63","Good"
"2dee2ce60de9709b1a24083217181a1f","SINOP","MT","-11.83455242799876","-55.50810988391814","54","54","7784.50","4.43","54","0.04","14.14","1","4.88","0.02","78.34","Good"
"ccbd753e6863fe7314dc6c0ca5a074e7","BLUMENAU","SC","-26.932024747628567","-49.142028750846","1","1","495.00","4.00","1","0.00","11.86","0",NULL,"0.00",NULL,"Insufficient Data"
"d3674f271c91f824f82d24d92011f669","CEILANDIA","DF","-15.847901414408227","-48.11250056242789","20","20","1718.30","4.10","20","0.15","13.77","2","6.37","0.10","30.35","Toxic"
"72c38a04bd6a1c3dbc5298425a0db86d","CASCAVEL","PR","-24.986482985801874","-53.49319710647036","4","4","647.30","3.75","4","0.25","8.81","0",NULL,"0.00",NULL,"Insufficient Data"
"08d0949a9a17c027262db1f3c450c26c","CASCAVEL","PR","-24.986482985801874","-53.49319710647036","12","12","324.80","3.71","12","0.08","14.33","0",NULL,"0.00",NULL,"Insufficient Data"
"1d503743d2526f03f0c2c89540ee008c","SAO PAULO","SP","-23.541614488738958","-46.64154914252655","12","12","516.04","3.92","12","0.17","10.80","1","10.03","0.08",NULL,"Insufficient Data"
